algorithm,vertex count,edge count,density,cover size,duration (s)
exact exhaustive,14,91,1.0000,13,0.0141193
exact increasing size,14,91,1.0000,13,0.0125707
approximation two factor,14,91,1.0000,14,0.0000817
approximation one by one,14,91,1.0000,13,0.0001161
exact exhaustive,14,91,1.0000,13,0.0128828
exact increasing size,14,91,1.0000,13,0.0118105
approximation two factor,14,91,1.0000,14,0.0000489
approximation one by one,14,91,1.0000,13,0.0000681
exact exhaustive,15,12,0.1143,6,0.0056818
exact increasing size,15,12,0.1143,6,0.0012371
approximation two factor,15,12,0.1143,8,0.0000183
approximation one by one,15,12,0.1143,6,0.0000178
exact exhaustive,15,17,0.1619,6,0.0060368
exact increasing size,15,17,0.1619,6,0.0014266
approximation two factor,15,17,0.1619,12,0.0000247
approximation one by one,15,17,0.1619,6,0.0000447
exact exhaustive,15,33,0.3143,9,0.0116537
exact increasing size,15,33,0.3143,9,0.0085028
approximation two factor,15,33,0.3143,14,0.0000337
approximation one by one,15,33,0.3143,10,0.0000288
exact exhaustive,15,52,0.4952,10,0.0113524
exact increasing size,15,52,0.4952,10,0.0102618
approximation two factor,15,52,0.4952,12,0.0001066
approximation one by one,15,52,0.4952,13,0.0000742
exact exhaustive,15,57,0.5429,11,0.0209373
exact increasing size,15,57,0.5429,11,0.0163268
approximation two factor,15,57,0.5429,14,0.000041
approximation one by one,15,57,0.5429,12,0.0000509
exact exhaustive,15,86,0.8190,12,0.0202554
exact increasing size,15,86,0.8190,12,0.0214317
approximation two factor,15,86,0.8190,14,0.0000478
approximation one by one,15,86,0.8190,14,0.0000676
exact exhaustive,15,93,0.8857,12,0.0224015
exact increasing size,15,93,0.8857,12,0.0267776
approximation two factor,15,93,0.8857,14,0.0000889
approximation one by one,15,93,0.8857,13,0.000124
exact exhaustive,15,94,0.8952,13,0.0322925
exact increasing size,15,94,0.8952,13,0.0292313
approximation two factor,15,94,0.8952,14,0.00008
approximation one by one,15,94,0.8952,14,0.0001019
exact exhaustive,15,102,0.9714,13,0.0267633
exact increasing size,15,102,0.9714,13,0.0241019
approximation two factor,15,102,0.9714,14,0.0000583
approximation one by one,15,102,0.9714,14,0.0001026
exact exhaustive,15,105,1.0000,14,0.0257181
exact increasing size,15,105,1.0000,14,0.0227071
approximation two factor,15,105,1.0000,14,0.0001815
approximation one by one,15,105,1.0000,14,0.0001212
exact exhaustive,15,104,0.9905,13,0.0296571
exact increasing size,15,104,0.9905,13,0.025407
approximation two factor,15,104,0.9905,14,0.0000567
approximation one by one,15,104,0.9905,14,0.0000838
exact exhaustive,15,105,1.0000,14,0.0303293
exact increasing size,15,105,1.0000,14,0.030408
approximation two factor,15,105,1.0000,14,0.0000686
approximation one by one,15,105,1.0000,14,0.0000694
exact exhaustive,16,10,0.0833,5,0.0075261
exact increasing size,16,10,0.0833,5,0.000556
approximation two factor,16,10,0.0833,10,0.0000156
approximation one by one,16,10,0.0833,6,0.0000126
exact exhaustive,16,20,0.1667,8,0.0127117
exact increasing size,16,20,0.1667,8,0.0081332
approximation two factor,16,20,0.1667,12,0.0000255
approximation one by one,16,20,0.1667,10,0.0000213
exact exhaustive,16,51,0.4250,11,0.0265183
exact increasing size,16,51,0.4250,11,0.0210754
approximation two factor,16,51,0.4250,16,0.0000372
approximation one by one,16,51,0.4250,12,0.0000386
exact exhaustive,16,57,0.4750,11,0.0298072
exact increasing size,16,57,0.4750,11,0.0238625
approximation two factor,16,57,0.4750,14,0.0000399
approximation one by one,16,57,0.4750,13,0.0000493
exact exhaustive,16,83,0.6917,12,0.0338832
exact increasing size,16,83,0.6917,12,0.0274578
approximation two factor,16,83,0.6917,14,0.0000612
approximation one by one,16,83,0.6917,14,0.0001721
exact exhaustive,16,93,0.7750,12,0.0443504
exact increasing size,16,93,0.7750,12,0.0367943
approximation two factor,16,93,0.7750,14,0.000078
approximation one by one,16,93,0.7750,15,0.0000696
exact exhaustive,16,101,0.8417,13,0.0428887
exact increasing size,16,101,0.8417,13,0.0429497
approximation two factor,16,101,0.8417,16,0.0000579
approximation one by one,16,101,0.8417,15,0.0000729
exact exhaustive,16,108,0.9000,14,0.0490952
exact increasing size,16,108,0.9000,14,0.0441426
approximation two factor,16,108,0.9000,16,0.0000621
approximation one by one,16,108,0.9000,14,0.0001008
exact exhaustive,16,112,0.9333,14,0.0527878
exact increasing size,16,112,0.9333,14,0.0523626
approximation two factor,16,112,0.9333,16,0.0000708
approximation one by one,16,112,0.9333,15,0.0000841
exact exhaustive,16,119,0.9917,14,0.0546343
exact increasing size,16,119,0.9917,14,0.0535114
approximation two factor,16,119,0.9917,16,0.0000663
approximation one by one,16,119,0.9917,15,0.0000874
exact exhaustive,16,120,1.0000,15,0.062652
exact increasing size,16,120,1.0000,15,0.05707
approximation two factor,16,120,1.0000,16,0.0001038
approximation one by one,16,120,1.0000,15,0.0000955
exact exhaustive,16,120,1.0000,15,0.0690395
exact increasing size,16,120,1.0000,15,0.0564461
approximation two factor,16,120,1.0000,16,0.0000622
approximation one by one,16,120,1.0000,15,0.0001524
exact exhaustive,17,14,0.1029,7,0.0194232
exact increasing size,17,14,0.1029,7,0.0049953
approximation two factor,17,14,0.1029,14,0.000018
approximation one by one,17,14,0.1029,8,0.0000169
exact exhaustive,17,30,0.2206,9,0.0291361
exact increasing size,17,30,0.2206,9,0.0169032
approximation two factor,17,30,0.2206,14,0.0000295
approximation one by one,17,30,0.2206,9,0.0000288
exact exhaustive,17,44,0.3235,10,0.0393547
exact increasing size,17,44,0.3235,10,0.0335458
approximation two factor,17,44,0.3235,16,0.0000501
approximation one by one,17,44,0.3235,13,0.0000593
exact exhaustive,17,77,0.5662,13,0.101541
exact increasing size,17,77,0.5662,13,0.0789697
approximation two factor,17,77,0.5662,16,0.000048
approximation one by one,17,77,0.5662,14,0.0000594
exact exhaustive,17,92,0.6765,14,0.0789062
exact increasing size,17,92,0.6765,14,0.0677521
approximation two factor,17,92,0.6765,16,0.0000464
approximation one by one,17,92,0.6765,15,0.0000686
exact exhaustive,17,96,0.7059,13,0.0753373
exact increasing size,17,96,0.7059,13,0.0617796
approximation two factor,17,96,0.7059,16,0.0000602
approximation one by one,17,96,0.7059,16,0.0000774
exact exhaustive,17,113,0.8309,14,0.0974501
exact increasing size,17,113,0.8309,14,0.0817558
approximation two factor,17,113,0.8309,16,0.0000578
approximation one by one,17,113,0.8309,16,0.0000845
exact exhaustive,17,121,0.8897,15,0.1030004
exact increasing size,17,121,0.8897,15,0.0968054
approximation two factor,17,121,0.8897,16,0.0000652
approximation one by one,17,121,0.8897,15,0.0000875
exact exhaustive,17,128,0.9412,14,0.1054352
exact increasing size,17,128,0.9412,14,0.1040901
approximation two factor,17,128,0.9412,16,0.0000649
approximation one by one,17,128,0.9412,16,0.0000917
exact exhaustive,17,135,0.9926,15,0.1335716
exact increasing size,17,135,0.9926,15,0.1129917
approximation two factor,17,135,0.9926,16,0.0000687
approximation one by one,17,135,0.9926,16,0.0000911
exact exhaustive,17,136,1.0000,16,0.123257
exact increasing size,17,136,1.0000,16,0.128259
approximation two factor,17,136,1.0000,16,0.0000647
approximation one by one,17,136,1.0000,16,0.0000898
exact exhaustive,17,136,1.0000,16,0.1293018
exact increasing size,17,136,1.0000,16,0.1248782
approximation two factor,17,136,1.0000,16,0.0000707
approximation one by one,17,136,1.0000,16,0.0000969
exact exhaustive,18,12,0.0784,6,0.0395396
exact increasing size,18,12,0.0784,6,0.0028443
approximation two factor,18,12,0.0784,12,0.0000383
approximation one by one,18,12,0.0784,6,0.0000157
exact exhaustive,18,27,0.1765,10,0.0590745
exact increasing size,18,27,0.1765,10,0.0412806
approximation two factor,18,27,0.1765,14,0.0000236
approximation one by one,18,27,0.1765,10,0.0000245
exact exhaustive,18,53,0.3464,12,0.1198415
exact increasing size,18,53,0.3464,12,0.0933446
approximation two factor,18,53,0.3464,18,0.0000368
approximation one by one,18,53,0.3464,14,0.0000419
exact exhaustive,18,77,0.5033,13,0.1432176
exact increasing size,18,77,0.5033,13,0.1353294
approximation two factor,18,77,0.5033,18,0.000046
approximation one by one,18,77,0.5033,15,0.0000588
exact exhaustive,18,92,0.6013,13,0.1590195
exact increasing size,18,92,0.6013,13,0.1456757
approximation two factor,18,92,0.6013,18,0.0000634
approximation one by one,18,92,0.6013,16,0.0000666
exact exhaustive,18,118,0.7712,15,0.2120383
exact increasing size,18,118,0.7712,15,0.1924502
approximation two factor,18,118,0.7712,16,0.0000585
approximation one by one,18,118,0.7712,17,0.0000891
exact exhaustive,18,125,0.8170,15,0.2445993
exact increasing size,18,125,0.8170,15,0.2175184
approximation two factor,18,125,0.8170,18,0.0000662
approximation one by one,18,125,0.8170,17,0.0001632
exact exhaustive,18,141,0.9216,16,0.2568744
exact increasing size,18,141,0.9216,16,0.2345782
approximation two factor,18,141,0.9216,18,0.000076
approximation one by one,18,141,0.9216,17,0.0001016
exact exhaustive,18,147,0.9608,16,0.315184
exact increasing size,18,147,0.9608,16,0.2925082
approximation two factor,18,147,0.9608,18,0.0000732
approximation one by one,18,147,0.9608,16,0.0001052
exact exhaustive,18,152,0.9935,16,0.3129682
exact increasing size,18,152,0.9935,16,0.2535416
approximation two factor,18,152,0.9935,18,0.0000742
approximation one by one,18,152,0.9935,17,0.000105
exact exhaustive,18,153,1.0000,17,0.3503775
exact increasing size,18,153,1.0000,17,0.7154716
approximation two factor,18,153,1.0000,18,0.0003316
approximation one by one,18,153,1.0000,17,0.0006203
exact exhaustive,18,153,1.0000,17,1.9979872
exact increasing size,18,153,1.0000,17,1.576081
approximation two factor,18,153,1.0000,18,0.0003604
approximation one by one,18,153,1.0000,17,0.0005072
exact exhaustive,19,23,0.1345,9,0.4704746
exact increasing size,19,23,0.1345,9,0.2088775
approximation two factor,19,23,0.1345,14,0.0001761
approximation one by one,19,23,0.1345,11,0.0001139
exact exhaustive,19,30,0.1754,9,0.4592988
exact increasing size,19,30,0.1754,9,0.2092967
approximation two factor,19,30,0.1754,14,0.0001093
approximation one by one,19,30,0.1754,10,0.0000583
exact exhaustive,19,64,0.3743,12,0.8481441
exact increasing size,19,64,0.3743,12,0.6685489
approximation two factor,19,64,0.3743,18,0.0000889
approximation one by one,19,64,0.3743,14,0.0001678
exact exhaustive,19,89,0.5205,14,0.8210446
exact increasing size,19,89,0.5205,14,0.3439266
approximation two factor,19,89,0.5205,18,0.0000513
approximation one by one,19,89,0.5205,17,0.000071
exact exhaustive,19,125,0.7310,15,0.4515988
exact increasing size,19,125,0.7310,15,0.3817501
approximation two factor,19,125,0.7310,18,0.0000644
approximation one by one,19,125,0.7310,18,0.0001062
exact exhaustive,19,132,0.7719,16,0.4552794
exact increasing size,19,132,0.7719,16,0.4237769
approximation two factor,19,132,0.7719,18,0.0001039
approximation one by one,19,132,0.7719,18,0.0001083
exact exhaustive,19,144,0.8421,16,0.4988384
exact increasing size,19,144,0.8421,16,0.4565198
approximation two factor,19,144,0.8421,18,0.0000744
approximation one by one,19,144,0.8421,18,0.0001505
exact exhaustive,19,152,0.8889,16,0.5677443
exact increasing size,19,152,0.8889,16,0.4825048
approximation two factor,19,152,0.8889,16,0.0000859
approximation one by one,19,152,0.8889,17,0.0001103
exact exhaustive,19,163,0.9532,17,0.6612803
exact increasing size,19,163,0.9532,17,0.5873775
approximation two factor,19,163,0.9532,18,0.0000851
approximation one by one,19,163,0.9532,18,0.0001183
exact exhaustive,19,169,0.9883,17,0.6823169
exact increasing size,19,169,0.9883,17,0.6219871
approximation two factor,19,169,0.9883,18,0.0000875
approximation one by one,19,169,0.9883,18,0.000121
exact exhaustive,19,171,1.0000,18,0.7145078
exact increasing size,19,171,1.0000,18,0.6382495
approximation two factor,19,171,1.0000,18,0.0000873
approximation one by one,19,171,1.0000,18,0.0001267
exact exhaustive,19,171,1.0000,18,0.7453053
exact increasing size,19,171,1.0000,18,0.6554528
approximation two factor,19,171,1.0000,18,0.0000924
approximation one by one,19,171,1.0000,18,0.0001287
exact exhaustive,20,15,0.0789,8,0.2452428
exact increasing size,20,15,0.0789,8,0.0315293
approximation two factor,20,15,0.0789,14,0.0000193
approximation one by one,20,15,0.0789,9,0.0000143
exact exhaustive,20,35,0.1842,9,0.3830624
exact increasing size,20,35,0.1842,9,0.0933997
approximation two factor,20,35,0.1842,14,0.0000278
approximation one by one,20,35,0.1842,14,0.0000307
exact exhaustive,20,68,0.3579,13,0.5701539
exact increasing size,20,68,0.3579,13,0.4104379
approximation two factor,20,68,0.3579,18,0.0000493
approximation one by one,20,68,0.3579,15,0.0000563
exact exhaustive,20,97,0.5105,15,0.6841771
exact increasing size,20,97,0.5105,15,0.5773996
approximation two factor,20,97,0.5105,20,0.0000799
approximation one by one,20,97,0.5105,16,0.000099
exact exhaustive,20,130,0.6842,16,0.9720674
exact increasing size,20,130,0.6842,16,0.8936289
approximation two factor,20,130,0.6842,20,0.0001062
approximation one by one,20,130,0.6842,18,0.0001019
exact exhaustive,20,149,0.7842,16,0.9908506
exact increasing size,20,149,0.7842,16,0.868664
approximation two factor,20,149,0.7842,18,0.0001529
approximation one by one,20,149,0.7842,19,0.0001125
exact exhaustive,20,164,0.8632,17,1.1795478
exact increasing size,20,164,0.8632,17,1.0425993
approximation two factor,20,164,0.8632,18,0.0000876
approximation one by one,20,164,0.8632,19,0.0001229
exact exhaustive,20,176,0.9263,18,1.1799854
exact increasing size,20,176,0.9263,18,1.0221103
approximation two factor,20,176,0.9263,20,0.0000988
approximation one by one,20,176,0.9263,19,0.0001386
exact exhaustive,20,182,0.9579,18,1.284753
exact increasing size,20,182,0.9579,18,1.1488264
approximation two factor,20,182,0.9579,20,0.0000993
approximation one by one,20,182,0.9579,19,0.0001334
exact exhaustive,20,190,1.0000,19,1.4734175
exact increasing size,20,190,1.0000,19,1.3046275
approximation two factor,20,190,1.0000,20,0.0000999
approximation one by one,20,190,1.0000,19,0.0001465
exact exhaustive,20,190,1.0000,19,1.5673772
exact increasing size,20,190,1.0000,19,1.4091073
approximation two factor,20,190,1.0000,20,0.0000945
approximation one by one,20,190,1.0000,19,0.0001262
exact exhaustive,20,190,1.0000,19,1.6273652
exact increasing size,20,190,1.0000,19,1.4478033
approximation two factor,20,190,1.0000,20,0.0000962
approximation one by one,20,190,1.0000,19,0.0001285
exact exhaustive,21,24,0.1143,9,0.4228455
exact increasing size,21,24,0.1143,9,0.1112257
approximation two factor,21,24,0.1143,16,0.0000254
approximation one by one,21,24,0.1143,11,0.0000236
exact exhaustive,21,37,0.1762,11,0.6462058
exact increasing size,21,37,0.1762,11,0.3747284
approximation two factor,21,37,0.1762,18,0.0000484
approximation one by one,21,37,0.1762,13,0.0000354
exact exhaustive,21,79,0.3762,15,1.495689
exact increasing size,21,79,0.3762,15,1.1702263
approximation two factor,21,79,0.3762,18,0.0000488
approximation one by one,21,79,0.3762,18,0.0000632
exact exhaustive,21,98,0.4667,16,1.2878061
exact increasing size,21,98,0.4667,16,1.2436109
approximation two factor,21,98,0.4667,20,0.0000623
approximation one by one,21,98,0.4667,19,0.0000889
exact exhaustive,21,132,0.6286,17,1.8803512
exact increasing size,21,132,0.6286,17,1.7407596
approximation two factor,21,132,0.6286,20,0.0000922
approximation one by one,21,132,0.6286,19,0.0001298
exact exhaustive,21,160,0.7619,17,2.5319103
exact increasing size,21,160,0.7619,17,2.0684409
approximation two factor,21,160,0.7619,20,0.0000846
approximation one by one,21,160,0.7619,20,0.0001241
exact exhaustive,21,171,0.8143,18,2.14549
exact increasing size,21,171,0.8143,18,1.7818219
approximation two factor,21,171,0.8143,20,0.0000983
approximation one by one,21,171,0.8143,19,0.0001415
exact exhaustive,21,187,0.8905,18,2.6197108
exact increasing size,21,187,0.8905,18,2.3737248
approximation two factor,21,187,0.8905,20,0.0000988
approximation one by one,21,187,0.8905,20,0.0001464
exact exhaustive,21,202,0.9619,19,2.9950878
exact increasing size,21,202,0.9619,19,2.8860373
approximation two factor,21,202,0.9619,20,0.0001084
approximation one by one,21,202,0.9619,20,0.0001615
exact exhaustive,21,209,0.9952,19,3.2636525
exact increasing size,21,209,0.9952,19,3.1634744
approximation two factor,21,209,0.9952,20,0.0001282
approximation one by one,21,209,0.9952,20,0.0001797
exact exhaustive,21,209,0.9952,19,3.1893003
exact increasing size,21,209,0.9952,19,3.4430276
approximation two factor,21,209,0.9952,20,0.0001504
approximation one by one,21,209,0.9952,20,0.0003009
exact exhaustive,21,210,1.0000,20,3.4585626
exact increasing size,21,210,1.0000,20,3.2045002
approximation two factor,21,210,1.0000,20,0.0001115
approximation one by one,21,210,1.0000,20,0.0001605
exact exhaustive,22,25,0.1082,10,0.9736787
exact increasing size,22,25,0.1082,10,0.4010299
approximation two factor,22,25,0.1082,18,0.0000319
approximation one by one,22,25,0.1082,12,0.0000301
exact exhaustive,22,34,0.1472,10,1.1142608
exact increasing size,22,34,0.1472,10,0.5443551
approximation two factor,22,34,0.1472,18,0.0000355
approximation one by one,22,34,0.1472,11,0.0000291
exact exhaustive,22,79,0.3420,14,2.7991667
exact increasing size,22,79,0.3420,14,2.5174943
approximation two factor,22,79,0.3420,20,0.0000616
approximation one by one,22,79,0.3420,17,0.00007
exact exhaustive,22,116,0.5022,17,3.0543141
exact increasing size,22,116,0.5022,17,2.834191
approximation two factor,22,116,0.5022,22,0.0000718
approximation one by one,22,116,0.5022,19,0.0000953
exact exhaustive,22,147,0.6364,17,3.6223561
exact increasing size,22,147,0.6364,17,3.4633389
approximation two factor,22,147,0.6364,22,0.0000972
approximation one by one,22,147,0.6364,19,0.0001119
exact exhaustive,22,166,0.7186,18,4.0034684
exact increasing size,22,166,0.7186,18,3.8007461
approximation two factor,22,166,0.7186,22,0.0001076
approximation one by one,22,166,0.7186,20,0.0001457
exact exhaustive,22,189,0.8182,18,4.7692991
exact increasing size,22,189,0.8182,18,4.42446
approximation two factor,22,189,0.8182,22,0.0001134
approximation one by one,22,189,0.8182,21,0.0001558
exact exhaustive,22,217,0.9394,20,5.2524569
exact increasing size,22,217,0.9394,20,5.0228403
approximation two factor,22,217,0.9394,22,0.0001662
approximation one by one,22,217,0.9394,20,0.0001668
exact exhaustive,22,221,0.9567,20,6.2812129
exact increasing size,22,221,0.9567,20,6.0239502
approximation two factor,22,221,0.9567,22,0.000114
approximation one by one,22,221,0.9567,21,0.0001776
exact exhaustive,22,228,0.9870,20,6.3359255
exact increasing size,22,228,0.9870,20,6.0274994
approximation two factor,22,228,0.9870,22,0.000132
approximation one by one,22,228,0.9870,21,0.0002018
exact exhaustive,22,229,0.9913,20,6.569395
exact increasing size,22,229,0.9913,20,6.1896659
approximation two factor,22,229,0.9913,22,0.0001816
approximation one by one,22,229,0.9913,21,0.0002094
exact exhaustive,22,231,1.0000,21,6.7515293
exact increasing size,22,231,1.0000,21,12.2293278
approximation two factor,22,231,1.0000,22,0.0002063
approximation one by one,22,231,1.0000,21,0.0001824
exact exhaustive,23,13,0.0514,6,1.5280187
exact increasing size,23,13,0.0514,6,0.0106337
approximation two factor,23,13,0.0514,10,0.0000163
approximation one by one,23,13,0.0514,6,0.0000103
exact exhaustive,23,53,0.2095,14,3.3169314
exact increasing size,23,53,0.2095,14,3.054295
approximation two factor,23,53,0.2095,20,0.0000423
approximation one by one,23,53,0.2095,16,0.0000506
exact exhaustive,23,84,0.3320,13,3.1401572
exact increasing size,23,84,0.3320,13,8.6565328
approximation two factor,23,84,0.3320,18,0.0001244
approximation one by one,23,84,0.3320,19,0.0000987
exact exhaustive,23,120,0.4743,17,6.28416
exact increasing size,23,120,0.4743,17,5.6760515
approximation two factor,23,120,0.4743,22,0.000097
approximation one by one,23,120,0.4743,20,0.0000998
exact exhaustive,23,157,0.6206,19,7.320688
exact increasing size,23,157,0.6206,19,7.0088231
approximation two factor,23,157,0.6206,22,0.0001022
approximation one by one,23,157,0.6206,21,0.0001218
exact exhaustive,23,188,0.7431,19,10.0880856
exact increasing size,23,188,0.7431,19,10.5339436
approximation two factor,23,188,0.7431,22,0.0001375
approximation one by one,23,188,0.7431,22,0.0001447
exact exhaustive,23,219,0.8656,20,11.6532421
exact increasing size,23,219,0.8656,20,10.9265828
approximation two factor,23,219,0.8656,22,0.0001405
approximation one by one,23,219,0.8656,22,0.0002226
exact exhaustive,23,230,0.9091,21,14.3551129
exact increasing size,23,230,0.9091,21,11.2145867
approximation two factor,23,230,0.9091,22,0.0001243
approximation one by one,23,230,0.9091,22,0.0001979
exact exhaustive,23,239,0.9447,21,12.2812551
exact increasing size,23,239,0.9447,21,13.0213292
approximation two factor,23,239,0.9447,22,0.0001547
approximation one by one,23,239,0.9447,22,0.0002142
exact exhaustive,23,252,0.9960,21,25.3101562
exact increasing size,23,252,0.9960,21,11.548764
approximation two factor,23,252,0.9960,22,0.0001406
approximation one by one,23,252,0.9960,22,0.000211
exact exhaustive,23,253,1.0000,22,14.8769023
exact increasing size,23,253,1.0000,22,15.721099
approximation two factor,23,253,1.0000,22,0.0001433
approximation one by one,23,253,1.0000,22,0.0002257
exact exhaustive,23,253,1.0000,22,14.8229406
exact increasing size,23,253,1.0000,22,13.7324714
approximation two factor,23,253,1.0000,22,0.0001408
approximation one by one,23,253,1.0000,22,0.0002122
exact exhaustive,24,26,0.0942,10,4.3222574
exact increasing size,24,26,0.0942,10,1.6553709
approximation two factor,24,26,0.0942,18,0.000027
approximation one by one,24,26,0.0942,12,0.0000283
exact exhaustive,24,52,0.1884,14,7.0637649
exact increasing size,24,52,0.1884,14,6.7919597
approximation two factor,24,52,0.1884,20,0.000041
approximation one by one,24,52,0.1884,18,0.0000623
exact exhaustive,24,82,0.2971,16,9.5089774
exact increasing size,24,82,0.2971,16,14.6972795
approximation two factor,24,82,0.2971,20,0.0000519
approximation one by one,24,82,0.2971,17,0.0000682
exact exhaustive,24,131,0.4746,18,11.5626835
exact increasing size,24,131,0.4746,18,22.5226524
approximation two factor,24,131,0.4746,20,0.0000714
approximation one by one,24,131,0.4746,20,0.0001034
exact exhaustive,24,170,0.6159,20,15.9342984
exact increasing size,24,170,0.6159,20,20.8618505
approximation two factor,24,170,0.6159,22,0.0000947
approximation one by one,24,170,0.6159,21,0.0001372
exact exhaustive,24,205,0.7428,20,18.7920292
exact increasing size,24,205,0.7428,20,23.7553439
approximation two factor,24,205,0.7428,22,0.0001259
approximation one by one,24,205,0.7428,23,0.000172
exact exhaustive,24,237,0.8587,21,19.7766923
exact increasing size,24,237,0.8587,21,30.4844118
approximation two factor,24,237,0.8587,24,0.0002228
approximation one by one,24,237,0.8587,23,0.0001898
exact exhaustive,24,247,0.8949,21,21.3309452
exact increasing size,24,247,0.8949,21,20.8585569
approximation two factor,24,247,0.8949,24,0.0001584
approximation one by one,24,247,0.8949,23,0.0002326
exact exhaustive,24,262,0.9493,21,26.8591568
exact increasing size,24,262,0.9493,21,47.4925527
approximation two factor,24,262,0.9493,24,0.0001857
approximation one by one,24,262,0.9493,23,0.0002399
exact exhaustive,24,273,0.9891,22,32.2704481
exact increasing size,24,273,0.9891,22,48.6149326
approximation two factor,24,273,0.9891,24,0.000151
approximation one by one,24,273,0.9891,23,0.0002262
exact exhaustive,24,273,0.9891,22,27.0159833
exact increasing size,24,273,0.9891,22,32.2901126
approximation two factor,24,273,0.9891,24,0.0001447
approximation one by one,24,273,0.9891,23,0.0002605
exact exhaustive,24,276,1.0000,23,35.9110655
exact increasing size,24,276,1.0000,23,28.5432787
approximation two factor,24,276,1.0000,24,0.0001763
approximation one by one,24,276,1.0000,23,0.0002515
exact exhaustive,25,39,0.1300,12,9.2579661
exact increasing size,25,39,0.1300,12,6.0067497
approximation two factor,25,39,0.1300,22,0.0000311
approximation one by one,25,39,0.1300,15,0.0000347
exact exhaustive,25,68,0.2267,14,13.2706035
exact increasing size,25,68,0.2267,14,16.7061794
approximation two factor,25,68,0.2267,22,0.0001529
approximation one by one,25,68,0.2267,18,0.0002232
exact exhaustive,25,96,0.3200,17,23.4832275
exact increasing size,25,96,0.3200,17,20.3112563
approximation two factor,25,96,0.3200,22,0.0000634
approximation one by one,25,96,0.3200,18,0.0000795
exact exhaustive,25,148,0.4933,19,30.8094959
exact increasing size,25,148,0.4933,19,29.9610638
approximation two factor,25,148,0.4933,22,0.000085
approximation one by one,25,148,0.4933,21,0.0001331
exact exhaustive,25,198,0.6600,21,32.3938877
exact increasing size,25,198,0.6600,21,32.090635
approximation two factor,25,198,0.6600,24,0.0001133
approximation one by one,25,198,0.6600,23,0.0001904
exact exhaustive,25,232,0.7733,22,39.0403995
exact increasing size,25,232,0.7733,22,49.3641109
approximation two factor,25,232,0.7733,24,0.0001304
approximation one by one,25,232,0.7733,23,0.0002074
exact exhaustive,25,252,0.8400,22,49.6090246
exact increasing size,25,252,0.8400,22,47.2582237
approximation two factor,25,252,0.8400,24,0.0001406
approximation one by one,25,252,0.8400,24,0.0002232
exact exhaustive,25,271,0.9033,22,41.4307531
exact increasing size,25,271,0.9033,22,64.3989524
approximation two factor,25,271,0.9033,24,0.0001427
approximation one by one,25,271,0.9033,23,0.0002246
exact exhaustive,25,287,0.9567,23,51.9852173
exact increasing size,25,287,0.9567,23,72.7269285
approximation two factor,25,287,0.9567,24,0.0001711
approximation one by one,25,287,0.9567,24,0.0002482
exact exhaustive,25,299,0.9967,23,64.720806
exact increasing size,25,299,0.9967,23,57.5045284
approximation two factor,25,299,0.9967,24,0.0001713
approximation one by one,25,299,0.9967,24,0.0002562
exact exhaustive,25,298,0.9933,23,63.2570098
exact increasing size,25,298,0.9933,23,76.8047745
approximation two factor,25,298,0.9933,24,0.0001825
approximation one by one,25,298,0.9933,24,0.0002479
exact exhaustive,25,300,1.0000,24,62.9398377
exact increasing size,25,300,1.0000,24,62.5294036
approximation two factor,25,300,1.0000,24,0.0001655
approximation one by one,25,300,1.0000,24,0.0002752
exact exhaustive,26,36,0.1108,11,23.0840934
exact increasing size,26,36,0.1108,11,6.2723739
approximation two factor,26,36,0.1108,16,0.0000271
approximation one by one,26,36,0.1108,15,0.0000345
exact exhaustive,26,60,0.1846,14,35.1329497
exact increasing size,26,60,0.1846,14,39.1372657
approximation two factor,26,60,0.1846,20,0.0000507
approximation one by one,26,60,0.1846,16,0.0000764
exact exhaustive,26,105,0.3231,17,37.579512
exact increasing size,26,105,0.3231,17,34.9491422
approximation two factor,26,105,0.3231,24,0.0000654
approximation one by one,26,105,0.3231,23,0.0001032
exact exhaustive,26,152,0.4677,20,51.1676718
exact increasing size,26,152,0.4677,20,80.2048785
approximation two factor,26,152,0.4677,26,0.000148
approximation one by one,26,152,0.4677,23,0.0001591
exact exhaustive,26,196,0.6031,20,65.1803143
exact increasing size,26,196,0.6031,20,68.0212509
approximation two factor,26,196,0.6031,24,0.0005395
approximation one by one,26,196,0.6031,24,0.0008631
exact exhaustive,26,256,0.7877,23,70.288173
exact increasing size,26,256,0.7877,23,75.5074448
approximation two factor,26,256,0.7877,24,0.0003095
approximation one by one,26,256,0.7877,24,0.0005837
exact exhaustive,26,279,0.8585,23,85.6399443
exact increasing size,26,279,0.8585,23,94.3000832
approximation two factor,26,279,0.8585,26,0.0001584
approximation one by one,26,279,0.8585,25,0.0002442
exact exhaustive,26,292,0.8985,23,97.4267713
exact increasing size,26,292,0.8985,23,100.9309753
approximation two factor,26,292,0.8985,26,0.0001676
approximation one by one,26,292,0.8985,25,0.000255
exact exhaustive,26,309,0.9508,23,112.0124451
exact increasing size,26,309,0.9508,23,113.3038313
approximation two factor,26,309,0.9508,26,0.0001854
approximation one by one,26,309,0.9508,25,0.000274
exact exhaustive,26,317,0.9754,24,123.4702375
exact increasing size,26,317,0.9754,24,154.014478
approximation two factor,26,317,0.9754,26,0.0001873
approximation one by one,26,317,0.9754,25,0.0002746
exact exhaustive,26,325,1.0000,25,124.4025496
exact increasing size,26,325,1.0000,25,130.9546554
