algorithm,vertex count,edge count,density,cover size,duration (s)
exact increasing size,14,8,0.0879,5,0.0005762
approximation two factor,14,8,0.0879,10,0.0000521
approximation one by one,14,8,0.0879,5,0.0000408
exact exhaustive,14,12,0.1319,7,0.0025178
exact increasing size,14,12,0.1319,7,0.0015233
approximation two factor,14,12,0.1319,10,0.0000245
approximation one by one,14,12,0.1319,8,0.0000246
exact exhaustive,14,40,0.4396,9,0.0065395
exact increasing size,14,40,0.4396,9,0.0066567
approximation two factor,14,40,0.4396,10,0.0000403
approximation one by one,14,40,0.4396,11,0.0000789
exact exhaustive,14,48,0.5275,10,0.0084328
exact increasing size,14,48,0.5275,10,0.007498
approximation two factor,14,48,0.5275,12,0.0000458
approximation one by one,14,48,0.5275,11,0.0000583
exact exhaustive,14,61,0.6703,11,0.0105949
exact increasing size,14,61,0.6703,11,0.0090035
approximation two factor,14,61,0.6703,12,0.000108
approximation one by one,14,61,0.6703,12,0.0001
exact exhaustive,14,68,0.7473,11,0.0097429
exact increasing size,14,68,0.7473,11,0.0095004
approximation two factor,14,68,0.7473,14,0.0000475
approximation one by one,14,68,0.7473,13,0.0000606
exact exhaustive,14,81,0.8901,11,0.0120075
exact increasing size,14,81,0.8901,11,0.0107102
approximation two factor,14,81,0.8901,14,0.0000685
approximation one by one,14,81,0.8901,13,0.0000856
exact exhaustive,14,87,0.9560,12,0.0136022
exact increasing size,14,87,0.9560,12,0.0120451
approximation two factor,14,87,0.9560,14,0.0000582
approximation one by one,14,87,0.9560,13,0.000077
exact exhaustive,14,87,0.9560,12,0.0131171
exact increasing size,14,87,0.9560,12,0.0131154
approximation two factor,14,87,0.9560,14,0.0000587
approximation one by one,14,87,0.9560,13,0.000077
exact exhaustive,14,91,1.0000,13,0.0156877
exact increasing size,14,91,1.0000,13,0.0146145
approximation two factor,14,91,1.0000,14,0.0000463
approximation one by one,14,91,1.0000,13,0.0000669
exact exhaustive,14,91,1.0000,13,0.0132398
exact increasing size,14,91,1.0000,13,0.0127191
approximation two factor,14,91,1.0000,14,0.0000547
approximation one by one,14,91,1.0000,13,0.0000728
exact exhaustive,14,91,1.0000,13,0.0153589
exact increasing size,14,91,1.0000,13,0.0120507
approximation two factor,14,91,1.0000,14,0.0000547
approximation one by one,14,91,1.0000,13,0.0000718
exact exhaustive,15,15,0.1429,6,0.0048908
exact increasing size,15,15,0.1429,6,0.0017003
approximation two factor,15,15,0.1429,10,0.0000212
approximation one by one,15,15,0.1429,8,0.0000256
exact exhaustive,15,25,0.2381,9,0.0087988
exact increasing size,15,25,0.2381,9,0.0052973
approximation two factor,15,25,0.2381,14,0.0000239
approximation one by one,15,25,0.2381,10,0.0000252
exact exhaustive,15,46,0.4381,9,0.0138696
exact increasing size,15,46,0.4381,9,0.0114414
approximation two factor,15,46,0.4381,14,0.0000338
approximation one by one,15,46,0.4381,11,0.0000399
exact exhaustive,15,53,0.5048,11,0.0149617
exact increasing size,15,53,0.5048,11,0.0112365
approximation two factor,15,53,0.5048,12,0.000104
approximation one by one,15,53,0.5048,13,0.000053
exact exhaustive,15,69,0.6571,12,0.0139672
exact increasing size,15,69,0.6571,12,0.0122588
approximation two factor,15,69,0.6571,14,0.0000887
approximation one by one,15,69,0.6571,13,0.0000736
exact exhaustive,15,83,0.7905,12,0.0193581
exact increasing size,15,83,0.7905,12,0.0243011
approximation two factor,15,83,0.7905,14,0.0000494
approximation one by one,15,83,0.7905,14,0.000093
exact exhaustive,15,85,0.8095,12,0.0195206
exact increasing size,15,85,0.8095,12,0.0175522
approximation two factor,15,85,0.8095,14,0.0000558
approximation one by one,15,85,0.8095,14,0.0000699
exact exhaustive,15,91,0.8667,12,0.0214309
exact increasing size,15,91,0.8667,12,0.0234198
approximation two factor,15,91,0.8667,14,0.000053
approximation one by one,15,91,0.8667,14,0.000066
exact exhaustive,15,100,0.9524,13,0.0252917
exact increasing size,15,100,0.9524,13,0.0209057
approximation two factor,15,100,0.9524,14,0.0000555
approximation one by one,15,100,0.9524,14,0.0000794
exact exhaustive,15,103,0.9810,13,0.0260492
exact increasing size,15,103,0.9810,13,0.0231178
approximation two factor,15,103,0.9810,14,0.0000646
approximation one by one,15,103,0.9810,14,0.0001196
exact exhaustive,15,105,1.0000,14,0.0303578
exact increasing size,15,105,1.0000,14,0.0262349
approximation two factor,15,105,1.0000,14,0.000102
approximation one by one,15,105,1.0000,14,0.0001091
exact exhaustive,15,105,1.0000,14,0.0305523
exact increasing size,15,105,1.0000,14,0.0265263
approximation two factor,15,105,1.0000,14,0.0000593
approximation one by one,15,105,1.0000,14,0.0000911
exact exhaustive,16,13,0.1083,7,0.0088294
exact increasing size,16,13,0.1083,7,0.0031429
approximation two factor,16,13,0.1083,12,0.0000168
approximation one by one,16,13,0.1083,7,0.0000151
exact exhaustive,16,35,0.2917,9,0.020069
exact increasing size,16,35,0.2917,9,0.0100263
approximation two factor,16,35,0.2917,12,0.0000275
approximation one by one,16,35,0.2917,11,0.0000546
exact exhaustive,16,48,0.4000,11,0.0252849
exact increasing size,16,48,0.4000,11,0.0218848
approximation two factor,16,48,0.4000,14,0.0000337
approximation one by one,16,48,0.4000,13,0.000043
exact exhaustive,16,63,0.5250,12,0.0289229
exact increasing size,16,63,0.5250,12,0.0242427
approximation two factor,16,63,0.5250,16,0.0000632
approximation one by one,16,63,0.5250,13,0.0000598
exact exhaustive,16,77,0.6417,12,0.0360242
exact increasing size,16,77,0.6417,12,0.0296795
approximation two factor,16,77,0.6417,16,0.0000466
approximation one by one,16,77,0.6417,13,0.00006
exact exhaustive,16,91,0.7583,13,0.0343675
exact increasing size,16,91,0.7583,13,0.0308686
approximation two factor,16,91,0.7583,16,0.0000568
approximation one by one,16,91,0.7583,14,0.0000699
exact exhaustive,16,104,0.8667,14,0.0472044
exact increasing size,16,104,0.8667,14,0.0411048
approximation two factor,16,104,0.8667,14,0.0000546
approximation one by one,16,104,0.8667,15,0.0000758
exact exhaustive,16,107,0.8917,14,0.0487316
exact increasing size,16,107,0.8917,14,0.0421501
approximation two factor,16,107,0.8917,16,0.0000671
approximation one by one,16,107,0.8917,14,0.0000844
exact exhaustive,16,118,0.9833,14,0.0529847
exact increasing size,16,118,0.9833,14,0.0482403
approximation two factor,16,118,0.9833,16,0.0000575
approximation one by one,16,118,0.9833,15,0.0000838
exact exhaustive,16,118,0.9833,14,0.0573311
exact increasing size,16,118,0.9833,14,0.0500858
approximation two factor,16,118,0.9833,16,0.0000653
approximation one by one,16,118,0.9833,15,0.0000861
exact exhaustive,16,119,0.9917,14,0.0550859
exact increasing size,16,119,0.9917,14,0.0526474
approximation two factor,16,119,0.9917,16,0.0000736
approximation one by one,16,119,0.9917,15,0.0001211
exact exhaustive,16,120,1.0000,15,0.0629645
exact increasing size,16,120,1.0000,15,0.0556491
approximation two factor,16,120,1.0000,16,0.0000639
approximation one by one,16,120,1.0000,15,0.0000936
exact exhaustive,17,16,0.1176,7,0.0187901
exact increasing size,17,16,0.1176,7,0.0058646
approximation two factor,17,16,0.1176,12,0.0000151
approximation one by one,17,16,0.1176,8,0.0000263
exact exhaustive,17,22,0.1618,9,0.0314254
exact increasing size,17,22,0.1618,9,0.0150773
approximation two factor,17,22,0.1618,12,0.000043
approximation one by one,17,22,0.1618,10,0.0000298
exact exhaustive,17,57,0.4191,12,0.0455569
exact increasing size,17,57,0.4191,12,0.0391064
approximation two factor,17,57,0.4191,16,0.0000372
approximation one by one,17,57,0.4191,13,0.0000453
exact exhaustive,17,75,0.5515,13,0.0637815
exact increasing size,17,75,0.5515,13,0.0522966
approximation two factor,17,75,0.5515,16,0.0000475
approximation one by one,17,75,0.5515,15,0.0000709
exact exhaustive,17,89,0.6544,13,0.0588072
exact increasing size,17,89,0.6544,13,0.0536682
approximation two factor,17,89,0.6544,16,0.0000479
approximation one by one,17,89,0.6544,15,0.0000642
exact exhaustive,17,106,0.7794,14,0.0791949
exact increasing size,17,106,0.7794,14,0.0669717
approximation two factor,17,106,0.7794,16,0.0000648
approximation one by one,17,106,0.7794,16,0.0000906
exact exhaustive,17,117,0.8603,14,0.0884478
exact increasing size,17,117,0.8603,14,0.0798864
approximation two factor,17,117,0.8603,16,0.0000598
approximation one by one,17,117,0.8603,15,0.000086
exact exhaustive,17,126,0.9265,15,0.0988251
exact increasing size,17,126,0.9265,15,0.0908209
approximation two factor,17,126,0.9265,16,0.0000629
approximation one by one,17,126,0.9265,16,0.0000938
exact exhaustive,17,135,0.9926,15,0.1092581
exact increasing size,17,135,0.9926,15,0.1033889
approximation two factor,17,135,0.9926,16,0.0000663
approximation one by one,17,135,0.9926,16,0.0000988
exact exhaustive,17,135,0.9926,15,0.117477
exact increasing size,17,135,0.9926,15,0.0997271
approximation two factor,17,135,0.9926,16,0.0000738
approximation one by one,17,135,0.9926,16,0.0001032
exact exhaustive,17,136,1.0000,16,0.130036
exact increasing size,17,136,1.0000,16,0.1118559
approximation two factor,17,136,1.0000,16,0.0000673
approximation one by one,17,136,1.0000,16,0.0001022
exact exhaustive,17,136,1.0000,16,0.1326838
exact increasing size,17,136,1.0000,16,0.1132005
approximation two factor,17,136,1.0000,16,0.0000663
approximation one by one,17,136,1.0000,16,0.0000949
exact exhaustive,18,16,0.1046,7,0.0340113
exact increasing size,18,16,0.1046,7,0.0120885
approximation two factor,18,16,0.1046,10,0.0000177
approximation one by one,18,16,0.1046,7,0.000016
exact exhaustive,18,33,0.2157,11,0.0772515
exact increasing size,18,33,0.2157,11,0.0618145
approximation two factor,18,33,0.2157,16,0.000029
approximation one by one,18,33,0.2157,12,0.0000315
exact exhaustive,18,49,0.3203,11,0.1033491
exact increasing size,18,49,0.3203,11,0.0873046
approximation two factor,18,49,0.3203,18,0.000037
approximation one by one,18,49,0.3203,15,0.000046
exact exhaustive,18,78,0.5098,12,0.118462
exact increasing size,18,78,0.5098,12,0.0971974
approximation two factor,18,78,0.5098,14,0.0000455
approximation one by one,18,78,0.5098,15,0.0000631
exact exhaustive,18,98,0.6405,14,0.1638867
exact increasing size,18,98,0.6405,14,0.1535193
approximation two factor,18,98,0.6405,18,0.0000583
approximation one by one,18,98,0.6405,16,0.000079
exact exhaustive,18,104,0.6797,14,0.1820616
exact increasing size,18,104,0.6797,14,0.1729591
approximation two factor,18,104,0.6797,16,0.0000895
approximation one by one,18,104,0.6797,17,0.0000963
exact exhaustive,18,129,0.8431,15,0.1896163
exact increasing size,18,129,0.8431,15,0.1765833
approximation two factor,18,129,0.8431,18,0.0000656
approximation one by one,18,129,0.8431,16,0.0000987
exact exhaustive,18,138,0.9020,16,0.2374947
exact increasing size,18,138,0.9020,16,0.2261922
approximation two factor,18,138,0.9020,18,0.0000711
approximation one by one,18,138,0.9020,16,0.0001038
exact exhaustive,18,146,0.9542,16,0.2746166
exact increasing size,18,146,0.9542,16,0.2569612
approximation two factor,18,146,0.9542,16,0.0001236
approximation one by one,18,146,0.9542,17,0.0001772
exact exhaustive,18,151,0.9869,16,0.3039931
exact increasing size,18,151,0.9869,16,0.2830332
approximation two factor,18,151,0.9869,18,0.0000737
approximation one by one,18,151,0.9869,17,0.0001127
exact exhaustive,18,153,1.0000,17,0.2952783
exact increasing size,18,153,1.0000,17,0.2814374
approximation two factor,18,153,1.0000,18,0.0000796
approximation one by one,18,153,1.0000,17,0.0001165
exact exhaustive,18,153,1.0000,17,0.3173297
exact increasing size,18,153,1.0000,17,0.3044605
approximation two factor,18,153,1.0000,18,0.0000825
approximation one by one,18,153,1.0000,17,0.0001181
exact exhaustive,19,18,0.1053,7,0.0774055
exact increasing size,19,18,0.1053,7,0.0114163
approximation two factor,19,18,0.1053,12,0.0000194
approximation one by one,19,18,0.1053,9,0.000017
exact exhaustive,19,31,0.1813,9,0.0993626
exact increasing size,19,31,0.1813,9,0.0441303
approximation two factor,19,31,0.1813,16,0.0000284
approximation one by one,19,31,0.1813,12,0.0000317
exact exhaustive,19,57,0.3333,12,0.2203126
exact increasing size,19,57,0.3333,12,0.1715874
approximation two factor,19,57,0.3333,18,0.0000407
approximation one by one,19,57,0.3333,15,0.0000499
exact exhaustive,19,83,0.4854,14,0.2810456
exact increasing size,19,83,0.4854,14,0.2502876
approximation two factor,19,83,0.4854,16,0.0000477
approximation one by one,19,83,0.4854,15,0.00007
exact exhaustive,19,111,0.6491,15,0.4210624
exact increasing size,19,111,0.6491,15,0.3901581
approximation two factor,19,111,0.6491,18,0.0000629
approximation one by one,19,111,0.6491,18,0.0000978
exact exhaustive,19,115,0.6725,15,0.4021552
exact increasing size,19,115,0.6725,15,0.3372651
approximation two factor,19,115,0.6725,16,0.000065
approximation one by one,19,115,0.6725,18,0.0000954
exact exhaustive,19,144,0.8421,16,0.4830746
exact increasing size,19,144,0.8421,16,0.4369131
approximation two factor,19,144,0.8421,18,0.0000781
approximation one by one,19,144,0.8421,17,0.0001182
exact exhaustive,19,162,0.9474,17,0.5448838
exact increasing size,19,162,0.9474,17,0.5325811
approximation two factor,19,162,0.9474,18,0.0000849
approximation one by one,19,162,0.9474,18,0.0001217
exact exhaustive,19,165,0.9649,17,0.6506984
exact increasing size,19,165,0.9649,17,0.5913036
approximation two factor,19,165,0.9649,18,0.0000881
approximation one by one,19,165,0.9649,18,0.0001272
exact exhaustive,19,168,0.9825,17,0.6410018
exact increasing size,19,168,0.9825,17,0.5935903
approximation two factor,19,168,0.9825,18,0.0000839
approximation one by one,19,168,0.9825,18,0.0001299
exact exhaustive,19,171,1.0000,18,0.6647643
exact increasing size,19,171,1.0000,18,0.6215676
approximation two factor,19,171,1.0000,18,0.0000894
approximation one by one,19,171,1.0000,18,0.000139
exact exhaustive,19,171,1.0000,18,0.6805017
exact increasing size,19,171,1.0000,18,0.669267
approximation two factor,19,171,1.0000,18,0.0000954
approximation one by one,19,171,1.0000,18,0.0001309
exact exhaustive,20,17,0.0895,6,0.1546804
exact increasing size,20,17,0.0895,6,0.0052544
approximation two factor,20,17,0.0895,8,0.0000154
approximation one by one,20,17,0.0895,12,0.000022
exact exhaustive,20,39,0.2053,10,0.2887865
exact increasing size,20,39,0.2053,10,0.1719397
approximation two factor,20,39,0.2053,14,0.0000272
approximation one by one,20,39,0.2053,13,0.0000373
exact exhaustive,20,84,0.4421,13,0.502337
exact increasing size,20,84,0.4421,13,0.4371665
approximation two factor,20,84,0.4421,16,0.0000526
approximation one by one,20,84,0.4421,16,0.0000694
exact exhaustive,20,103,0.5421,16,0.7314852
exact increasing size,20,103,0.5421,16,0.6493505
approximation two factor,20,103,0.5421,20,0.0000653
approximation one by one,20,103,0.5421,16,0.0000924
exact exhaustive,20,118,0.6211,15,0.7941029
exact increasing size,20,118,0.6211,15,0.6700402
approximation two factor,20,118,0.6211,20,0.0000906
approximation one by one,20,118,0.6211,18,0.0000981
exact exhaustive,20,141,0.7421,16,0.7608905
exact increasing size,20,141,0.7421,16,0.6575923
approximation two factor,20,141,0.7421,20,0.0000989
approximation one by one,20,141,0.7421,18,0.0001167
exact exhaustive,20,158,0.8316,17,1.0796822
exact increasing size,20,158,0.8316,17,0.9303117
approximation two factor,20,158,0.8316,20,0.0000825
approximation one by one,20,158,0.8316,17,0.0001193
exact exhaustive,20,167,0.8789,17,1.1150563
exact increasing size,20,167,0.8789,17,1.0090277
approximation two factor,20,167,0.8789,20,0.0000859
approximation one by one,20,167,0.8789,19,0.0001415
exact exhaustive,20,184,0.9684,17,1.1969663
exact increasing size,20,184,0.9684,17,1.0827339
approximation two factor,20,184,0.9684,20,0.0001039
approximation one by one,20,184,0.9684,19,0.0001517
exact exhaustive,20,190,1.0000,19,1.365576
exact increasing size,20,190,1.0000,19,1.2848449
approximation two factor,20,190,1.0000,20,0.0001043
approximation one by one,20,190,1.0000,19,0.0001553
exact exhaustive,20,190,1.0000,19,1.4265227
exact increasing size,20,190,1.0000,19,1.3496787
approximation two factor,20,190,1.0000,20,0.0001292
approximation one by one,20,190,1.0000,19,0.0001694
exact exhaustive,20,190,1.0000,19,1.4213949
exact increasing size,20,190,1.0000,19,1.3584293
approximation two factor,20,190,1.0000,20,0.0000953
approximation one by one,20,190,1.0000,19,0.000146
exact exhaustive,21,18,0.0857,8,0.3173816
exact increasing size,21,18,0.0857,8,0.040109
approximation two factor,21,18,0.0857,14,0.0000198
approximation one by one,21,18,0.0857,10,0.000017
exact exhaustive,21,42,0.2000,11,0.5523362
exact increasing size,21,42,0.2000,11,0.3673273
approximation two factor,21,42,0.2000,14,0.0000265
approximation one by one,21,42,0.2000,14,0.0000372
exact exhaustive,21,72,0.3429,14,1.1128128
exact increasing size,21,72,0.3429,14,1.0290111
approximation two factor,21,72,0.3429,18,0.0000417
approximation one by one,21,72,0.3429,17,0.0000599
exact exhaustive,21,110,0.5238,16,1.3593475
exact increasing size,21,110,0.5238,16,1.3076867
approximation two factor,21,110,0.5238,20,0.0000689
approximation one by one,21,110,0.5238,17,0.0000977
exact exhaustive,21,131,0.6238,17,1.6862918
exact increasing size,21,131,0.6238,17,1.5776843
approximation two factor,21,131,0.6238,20,0.0000732
approximation one by one,21,131,0.6238,19,0.0001158
exact exhaustive,21,163,0.7762,18,1.6912189
exact increasing size,21,163,0.7762,18,1.7376701
approximation two factor,21,163,0.7762,20,0.0000917
approximation one by one,21,163,0.7762,19,0.0001447
exact exhaustive,21,176,0.8381,18,2.0777825
exact increasing size,21,176,0.8381,18,2.0369258
approximation two factor,21,176,0.8381,20,0.000096
approximation one by one,21,176,0.8381,20,0.0001355
exact exhaustive,21,195,0.9286,19,2.2648007
exact increasing size,21,195,0.9286,19,1.8260696
approximation two factor,21,195,0.9286,20,0.0001011
approximation one by one,21,195,0.9286,20,0.0001636
exact exhaustive,21,198,0.9429,19,2.3416794
exact increasing size,21,198,0.9429,19,2.3223133
approximation two factor,21,198,0.9429,20,0.0001223
approximation one by one,21,198,0.9429,19,0.0001752
exact exhaustive,21,205,0.9762,19,2.6911827
exact increasing size,21,205,0.9762,19,2.7103717
approximation two factor,21,205,0.9762,20,0.0001252
approximation one by one,21,205,0.9762,20,0.0001906
exact exhaustive,21,209,0.9952,19,2.7427721
exact increasing size,21,209,0.9952,19,2.6900447
approximation two factor,21,209,0.9952,20,0.0001121
approximation one by one,21,209,0.9952,20,0.0001773
exact exhaustive,21,210,1.0000,20,2.9822757
exact increasing size,21,210,1.0000,20,2.5830987
approximation two factor,21,210,1.0000,20,0.0001358
approximation one by one,21,210,1.0000,20,0.0001835
exact exhaustive,22,20,0.0866,7,0.6546709
exact increasing size,22,20,0.0866,7,0.053783
approximation two factor,22,20,0.0866,12,0.0000286
approximation one by one,22,20,0.0866,7,0.00004
exact exhaustive,22,38,0.1645,11,1.012834
exact increasing size,22,38,0.1645,11,0.7260997
approximation two factor,22,38,0.1645,18,0.0000329
approximation one by one,22,38,0.1645,15,0.0000362
exact exhaustive,22,76,0.3290,15,2.6449575
exact increasing size,22,76,0.3290,15,2.1875253
approximation two factor,22,76,0.3290,20,0.0000612
approximation one by one,22,76,0.3290,19,0.0000722
exact exhaustive,22,123,0.5325,17,3.240443
exact increasing size,22,123,0.5325,17,3.2563328
approximation two factor,22,123,0.5325,22,0.0000768
approximation one by one,22,123,0.5325,19,0.0001098
exact exhaustive,22,140,0.6061,18,3.303654
exact increasing size,22,140,0.6061,18,3.0774588
approximation two factor,22,140,0.6061,20,0.0000793
approximation one by one,22,140,0.6061,19,0.000116
exact exhaustive,22,163,0.7056,18,4.4822069
exact increasing size,22,163,0.7056,18,3.852626
approximation two factor,22,163,0.7056,20,0.0000974
approximation one by one,22,163,0.7056,21,0.0001981
exact exhaustive,22,193,0.8355,19,4.7310936
exact increasing size,22,193,0.8355,19,4.7095489
approximation two factor,22,193,0.8355,22,0.0001088
approximation one by one,22,193,0.8355,21,0.0001756
exact exhaustive,22,211,0.9134,19,4.9647598
exact increasing size,22,211,0.9134,19,5.1327472
approximation two factor,22,211,0.9134,20,0.0001255
approximation one by one,22,211,0.9134,21,0.0001905
exact exhaustive,22,219,0.9481,19,5.1443094
exact increasing size,22,219,0.9481,19,5.0428176
approximation two factor,22,219,0.9481,22,0.0001224
approximation one by one,22,219,0.9481,21,0.0001868
exact exhaustive,22,227,0.9827,20,6.4948116
exact increasing size,22,227,0.9827,20,6.0130864
approximation two factor,22,227,0.9827,22,0.0001247
approximation one by one,22,227,0.9827,21,0.0001957
exact exhaustive,22,229,0.9913,20,6.2964784
exact increasing size,22,229,0.9913,20,6.183889
approximation two factor,22,229,0.9913,22,0.0001274
approximation one by one,22,229,0.9913,21,0.0002035
exact exhaustive,22,231,1.0000,21,6.2049209
exact increasing size,22,231,1.0000,21,6.3137514
approximation two factor,22,231,1.0000,22,0.0001315
approximation one by one,22,231,1.0000,21,0.0002169
exact exhaustive,23,19,0.0751,8,1.525431
exact increasing size,23,19,0.0751,8,0.2081341
approximation two factor,23,19,0.0751,14,0.0000169
approximation one by one,23,19,0.0751,9,0.0000161
exact exhaustive,23,35,0.1383,12,2.4165869
exact increasing size,23,35,0.1383,12,2.1185075
approximation two factor,23,35,0.1383,18,0.0000301
approximation one by one,23,35,0.1383,13,0.0000346
exact exhaustive,23,72,0.2846,16,4.2315491
exact increasing size,23,72,0.2846,16,3.8415449
approximation two factor,23,72,0.2846,20,0.0000438
approximation one by one,23,72,0.2846,19,0.0000655
exact exhaustive,23,126,0.4980,17,5.836669
exact increasing size,23,126,0.4980,17,5.7157415
approximation two factor,23,126,0.4980,22,0.0000728
approximation one by one,23,126,0.4980,21,0.0001155
exact exhaustive,23,157,0.6206,18,6.4006351
exact increasing size,23,157,0.6206,18,11.730706
approximation two factor,23,157,0.6206,22,0.0000823
approximation one by one,23,157,0.6206,21,0.0001278
exact exhaustive,23,195,0.7708,20,8.626663
exact increasing size,23,195,0.7708,20,8.6164928
approximation two factor,23,195,0.7708,22,0.0001071
approximation one by one,23,195,0.7708,21,0.000177
exact exhaustive,23,217,0.8577,20,8.553133
exact increasing size,23,217,0.8577,20,8.5245477
approximation two factor,23,217,0.8577,22,0.0001146
approximation one by one,23,217,0.8577,20,0.0001774
exact exhaustive,23,233,0.9209,21,10.1977379
exact increasing size,23,233,0.9209,21,10.464952
approximation two factor,23,233,0.9209,22,0.0001377
approximation one by one,23,233,0.9209,21,0.0001927
exact exhaustive,23,246,0.9723,21,11.7633536
exact increasing size,23,246,0.9723,21,11.6357241
approximation two factor,23,246,0.9723,22,0.0001388
approximation one by one,23,246,0.9723,22,0.0002222
exact exhaustive,23,248,0.9802,21,12.0204718
exact increasing size,23,248,0.9802,21,17.4513035
approximation two factor,23,248,0.9802,22,0.0001319
approximation one by one,23,248,0.9802,22,0.0002038
exact exhaustive,23,253,1.0000,22,13.5020325
exact increasing size,23,253,1.0000,22,13.1146166
approximation two factor,23,253,1.0000,22,0.0001363
approximation one by one,23,253,1.0000,22,0.0002038
exact exhaustive,23,253,1.0000,22,13.5726003
exact increasing size,23,253,1.0000,22,13.4895875
approximation two factor,23,253,1.0000,22,0.0001341
approximation one by one,23,253,1.0000,22,0.0002147
exact exhaustive,24,34,0.1232,12,4.3996676
exact increasing size,24,34,0.1232,12,3.3713555
approximation two factor,24,34,0.1232,22,0.0000339
approximation one by one,24,34,0.1232,15,0.0000388
exact exhaustive,24,57,0.2065,13,6.652919
exact increasing size,24,57,0.2065,13,5.1202464
approximation two factor,24,57,0.2065,20,0.0000427
approximation one by one,24,57,0.2065,15,0.0000481
exact exhaustive,24,104,0.3768,17,10.0761361
exact increasing size,24,104,0.3768,17,10.9816069
approximation two factor,24,104,0.3768,22,0.0000718
approximation one by one,24,104,0.3768,19,0.0001125
exact exhaustive,24,155,0.5616,19,18.6551905
exact increasing size,24,155,0.5616,19,12.3907493
approximation two factor,24,155,0.5616,22,0.000088
approximation one by one,24,155,0.5616,22,0.0001365
exact exhaustive,24,186,0.6739,20,14.0103505
exact increasing size,24,186,0.6739,20,13.1517434
approximation two factor,24,186,0.6739,24,0.0001179
approximation one by one,24,186,0.6739,22,0.0001711
exact exhaustive,24,211,0.7645,20,22.3060151
exact increasing size,24,211,0.7645,20,22.9805884
approximation two factor,24,211,0.7645,22,0.0001138
approximation one by one,24,211,0.7645,22,0.0001907
exact exhaustive,24,232,0.8406,20,14.9852298
exact increasing size,24,232,0.8406,20,21.7288375
approximation two factor,24,232,0.8406,24,0.0001312
approximation one by one,24,232,0.8406,23,0.0002145
exact exhaustive,24,243,0.8804,21,16.9669747
exact increasing size,24,243,0.8804,21,18.6746003
approximation two factor,24,243,0.8804,24,0.0001457
approximation one by one,24,243,0.8804,23,0.0002264
exact exhaustive,24,267,0.9674,22,21.2009876
exact increasing size,24,267,0.9674,22,20.4295333
approximation two factor,24,267,0.9674,24,0.0001505
approximation one by one,24,267,0.9674,23,0.0002489
exact exhaustive,24,271,0.9819,22,23.1849878
exact increasing size,24,271,0.9819,22,22.9460276
approximation two factor,24,271,0.9819,24,0.0001539
approximation one by one,24,271,0.9819,23,0.0002749
exact exhaustive,24,276,1.0000,23,23.7812175
exact increasing size,24,276,1.0000,23,21.8947948
approximation two factor,24,276,1.0000,24,0.000144
approximation one by one,24,276,1.0000,23,0.0002553
exact exhaustive,24,276,1.0000,23,28.2770186
exact increasing size,24,276,1.0000,23,30.2550765
approximation two factor,24,276,1.0000,24,0.000155
approximation one by one,24,276,1.0000,23,0.0002543
exact exhaustive,25,32,0.1067,11,5.840865
exact increasing size,25,32,0.1067,11,3.2269233
approximation two factor,25,32,0.1067,20,0.0000293
approximation one by one,25,32,0.1067,16,0.0000366
exact exhaustive,25,47,0.1567,14,12.2519475
exact increasing size,25,47,0.1567,14,16.2893635
approximation two factor,25,47,0.1567,24,0.0000354
approximation one by one,25,47,0.1567,14,0.0000412
exact exhaustive,25,93,0.3100,17,16.9053595
exact increasing size,25,93,0.3100,17,21.3366011
approximation two factor,25,93,0.3100,22,0.0000578
approximation one by one,25,93,0.3100,20,0.0000854
exact exhaustive,25,157,0.5233,20,27.4156208
exact increasing size,25,157,0.5233,20,32.1816274
approximation two factor,25,157,0.5233,24,0.0000983
approximation one by one,25,157,0.5233,21,0.0001362
exact exhaustive,25,175,0.5833,20,24.9639125
exact increasing size,25,175,0.5833,20,27.6172522
approximation two factor,25,175,0.5833,24,0.000116
approximation one by one,25,175,0.5833,23,0.0001754
exact exhaustive,25,223,0.7433,21,30.0873716
exact increasing size,25,223,0.7433,21,30.3288797
approximation two factor,25,223,0.7433,24,0.0001375
approximation one by one,25,223,0.7433,23,0.0002114
exact exhaustive,25,246,0.8200,22,31.2711438
exact increasing size,25,246,0.8200,22,33.7352758
approximation two factor,25,246,0.8200,24,0.0001575
approximation one by one,25,246,0.8200,23,0.0002449
exact exhaustive,25,271,0.9033,22,41.2495501
exact increasing size,25,271,0.9033,22,45.2807319
approximation two factor,25,271,0.9033,24,0.0001529
approximation one by one,25,271,0.9033,24,0.0002328
exact exhaustive,25,288,0.9600,22,42.2718307
exact increasing size,25,288,0.9600,22,48.0615693
approximation two factor,25,288,0.9600,24,0.000178
approximation one by one,25,288,0.9600,22,0.0002769
exact exhaustive,25,295,0.9833,23,51.8851876
exact increasing size,25,295,0.9833,23,76.4443461
approximation two factor,25,295,0.9833,24,0.000165
approximation one by one,25,295,0.9833,24,0.0002698
exact exhaustive,25,298,0.9933,23,40.5505594
exact increasing size,25,298,0.9933,23,47.4318931
approximation two factor,25,298,0.9933,24,0.0001911
approximation one by one,25,298,0.9933,24,0.0002798
exact exhaustive,25,300,1.0000,24,50.1521665
exact increasing size,25,300,1.0000,24,54.0000093
approximation two factor,25,300,1.0000,24,0.000192
approximation one by one,25,300,1.0000,24,0.0002838
exact exhaustive,26,30,0.0923,11,10.496722
exact increasing size,26,30,0.0923,11,4.5211381
approximation two factor,26,30,0.0923,14,0.0000199
